provincia,sector,periodo,total
Jaén,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,9.7
Jaén,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,8.6
Jaén,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,9.0
Jaén,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,9.0
León,Servicios,2025-10-01,70.0
León,Servicios,2025-07-01,71.9
León,Servicios,2025-04-01,73.5
León,Servicios,2025-01-01,71.5
León,Servicios,2024-10-01,70.8
León,Servicios,2024-07-01,71.4
León,Servicios,2024-04-01,69.3
León,Servicios,2024-01-01,71.1
León,Servicios,2023-10-01,71.2
León,Servicios,2023-07-01,71.8
León,Servicios,2023-04-01,71.8
León,Servicios,2023-01-01,69.3
León,Servicios,2022-10-01,73.0
León,Servicios,2022-07-01,72.7
León,Servicios,2022-04-01,71.2
León,Servicios,2022-01-01,71.0
León,Servicios,2021-10-01,72.1
León,Servicios,2021-07-01,73.6
León,Servicios,2021-04-01,69.5
León,Servicios,2021-01-01,71.4
León,Servicios,2020-10-01,71.3
León,Servicios,2020-07-01,69.7
León,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,6.4
León,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,4.3
León,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,3.3
León,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,4.2
León,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,4.9
León,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,5.6
León,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,6.7
León,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,5.7
León,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,5.7
León,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,5.3
León,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,5.7
León,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,6.9
León,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,5.5
León,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,5.9
León,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,7.0
León,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,8.0
León,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,7.2
León,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,5.7
León,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,9.3
León,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,7.5
León,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,6.7
León,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,7.2
Lleida,Servicios,2025-10-01,63.3
Lleida,Servicios,2025-07-01,62.9
Lleida,Servicios,2025-04-01,64.7
Lleida,Servicios,2025-01-01,66.7
Lleida,Servicios,2024-10-01,65.0
Lleida,Servicios,2024-07-01,65.2
Lleida,Servicios,2024-04-01,64.7
Lleida,Servicios,2024-01-01,64.0
Lleida,Servicios,2023-10-01,64.8
Lleida,Servicios,2023-07-01,64.2
Lleida,Servicios,2023-04-01,62.8
Lleida,Servicios,2023-01-01,64.6
Lleida,Servicios,2022-10-01,66.6
Lleida,Servicios,2022-07-01,65.0
Lleida,Servicios,2022-04-01,60.0
Lleida,Servicios,2022-01-01,63.8
Lleida,Servicios,2021-10-01,59.2
Lleida,Servicios,2021-07-01,64.0
Lleida,Servicios,2021-04-01,62.1
Lleida,Servicios,2021-01-01,63.1
Lleida,Servicios,2020-10-01,67.0
Lleida,Servicios,2020-07-01,67.0
Lleida,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,1.7
Lleida,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,3.3
Lleida,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,3.1
Lleida,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,1.7
Lleida,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,3.5
Lleida,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,4.6
Lleida,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,3.0
Lleida,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,3.8
Lleida,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,1.9
Lleida,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,3.8
Lleida,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,4.7
Lleida,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,4.4
Lleida,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,4.0
Lleida,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,4.3
Lleida,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,5.3
Lleida,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,3.8
Lleida,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,3.9
Lleida,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,4.4
Lleida,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,3.6
Lleida,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,4.1
Lleida,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,4.0
Lleida,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,4.6
Lugo,Servicios,2025-10-01,63.0
Lugo,Servicios,2025-07-01,65.7
Lugo,Servicios,2025-04-01,64.4
Lugo,Servicios,2025-01-01,61.7
Lugo,Servicios,2024-10-01,61.9
Lugo,Servicios,2024-07-01,63.1
Lugo,Servicios,2024-04-01,61.6
Lugo,Servicios,2024-01-01,63.6
Lugo,Servicios,2023-10-01,63.2
Lugo,Servicios,2023-07-01,65.0
Lugo,Servicios,2023-04-01,66.2
Lugo,Servicios,2023-01-01,63.9
Lugo,Servicios,2022-10-01,65.3
Lugo,Servicios,2022-07-01,64.3
Lugo,Servicios,2022-04-01,66.4
Lugo,Servicios,2022-01-01,67.1
Lugo,Servicios,2021-10-01,65.9
Lugo,Servicios,2021-07-01,67.9
Lugo,Servicios,2021-04-01,67.0
Lugo,Servicios,2021-01-01,67.6
Lugo,Servicios,2020-10-01,67.2
Lugo,Servicios,2020-07-01,66.0
Lugo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,4.7
Lugo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,1.6
Lugo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,2.9
Lugo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,3.4
Lugo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,3.1
Lugo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,3.2
Lugo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,4.1
Lugo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,3.4
Lugo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,3.1
Lugo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,4.2
Lugo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,3.3
Lugo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,3.9
Lugo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,4.4
Lugo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,4.0
Lugo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,5.7
Lugo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,5.0
Lugo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,5.4
Lugo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,4.7
Lugo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,5.5
Lugo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,4.2
Lugo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,3.7
Lugo,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,3.4
Madrid,Servicios,2025-10-01,82.4
Madrid,Servicios,2025-07-01,81.3
Madrid,Servicios,2025-04-01,81.3
Madrid,Servicios,2025-01-01,81.8
Madrid,Servicios,2024-10-01,81.9
Madrid,Servicios,2024-07-01,80.8
Madrid,Servicios,2024-04-01,80.8
Madrid,Servicios,2024-01-01,81.5
Madrid,Servicios,2023-10-01,80.3
Madrid,Servicios,2023-07-01,79.8
Madrid,Servicios,2023-04-01,80.6
Madrid,Servicios,2023-01-01,79.7
Madrid,Servicios,2022-10-01,79.3
Madrid,Servicios,2022-07-01,79.2
Madrid,Servicios,2022-04-01,79.4
Madrid,Servicios,2022-01-01,80.0
Madrid,Servicios,2021-10-01,79.9
Madrid,Servicios,2021-07-01,79.8
Madrid,Servicios,2021-04-01,79.0
Madrid,Servicios,2021-01-01,79.9
Madrid,Servicios,2020-10-01,79.3
Madrid,Servicios,2020-07-01,80.0
Madrid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,3.2
Madrid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,3.6
Madrid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,3.6
Madrid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,4.1
Madrid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,4.0
Madrid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,4.4
Madrid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,4.0
Madrid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,3.9
Madrid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,4.9
Madrid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,5.5
Madrid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,4.7
Madrid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,5.6
Madrid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,6.3
Madrid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,6.2
Madrid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,6.0
Madrid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,6.4
Madrid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,5.6
Madrid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,6.4
Madrid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,7.3
Madrid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,5.9
Madrid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,6.5
Madrid,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,5.4
Málaga,Servicios,2025-10-01,79.1
Málaga,Servicios,2025-07-01,79.1
Málaga,Servicios,2025-04-01,78.6
Málaga,Servicios,2025-01-01,77.1
Málaga,Servicios,2024-10-01,78.5
Málaga,Servicios,2024-07-01,78.1
Málaga,Servicios,2024-04-01,76.9
Málaga,Servicios,2024-01-01,78.0
Málaga,Servicios,2023-10-01,77.8
Málaga,Servicios,2023-07-01,78.7
Málaga,Servicios,2023-04-01,79.1
Málaga,Servicios,2023-01-01,77.8
Málaga,Servicios,2022-10-01,77.9
Málaga,Servicios,2022-07-01,74.6
Málaga,Servicios,2022-04-01,73.8
Málaga,Servicios,2022-01-01,71.3
Málaga,Servicios,2021-10-01,72.5
Málaga,Servicios,2021-07-01,73.9
Málaga,Servicios,2021-04-01,71.4
Málaga,Servicios,2021-01-01,75.8
Málaga,Servicios,2020-10-01,78.0
Málaga,Servicios,2020-07-01,76.0
Málaga,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,5.6
Málaga,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,6.5
Málaga,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,6.4
Málaga,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,6.3
Málaga,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,5.3
Málaga,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,5.6
Málaga,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,6.3
Málaga,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,6.6
Málaga,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,6.5
Málaga,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,8.0
Málaga,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,7.3
Málaga,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,7.2
Málaga,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,8.0
Málaga,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,8.2
Málaga,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,9.2
Málaga,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,10.9
Málaga,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,10.4
Málaga,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,10.2
Málaga,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,10.3
Málaga,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,9.6
Málaga,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,6.8
Málaga,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,8.1
Murcia,Servicios,2025-10-01,66.1
Murcia,Servicios,2025-07-01,64.1
Murcia,Servicios,2025-04-01,65.1
Murcia,Servicios,2025-01-01,65.8
Murcia,Servicios,2024-10-01,65.5
Murcia,Servicios,2024-07-01,66.6
Murcia,Servicios,2024-04-01,66.0
Murcia,Servicios,2024-01-01,66.8
Murcia,Servicios,2023-10-01,69.3
Murcia,Servicios,2023-07-01,66.8
Murcia,Servicios,2023-04-01,66.2
Murcia,Servicios,2023-01-01,64.9
Murcia,Servicios,2022-10-01,66.2
Murcia,Servicios,2022-07-01,65.3
Murcia,Servicios,2022-04-01,64.5
Murcia,Servicios,2022-01-01,64.2
Murcia,Servicios,2021-10-01,63.7
Murcia,Servicios,2021-07-01,63.5
Murcia,Servicios,2021-04-01,62.1
Murcia,Servicios,2021-01-01,62.9
Murcia,Servicios,2020-10-01,62.9
Murcia,Servicios,2020-07-01,62.9
Murcia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,5.0
Murcia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,5.7
Murcia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,5.4
Murcia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,5.7
Murcia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,5.8
Murcia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,5.1
Murcia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,5.5
Murcia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,5.6
Murcia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,4.4
Murcia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,5.4
Murcia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,4.8
Murcia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,5.7
Murcia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,5.8
Murcia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,6.6
Murcia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,6.2
Murcia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,6.3
Murcia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,6.9
Murcia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,8.0
Murcia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,7.8
Murcia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,7.7
Murcia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,7.1
Murcia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,7.3
Navarra,Servicios,2025-10-01,61.3
Navarra,Servicios,2025-07-01,60.9
Navarra,Servicios,2025-04-01,60.5
Navarra,Servicios,2025-01-01,60.3
Navarra,Servicios,2024-10-01,62.4
Navarra,Servicios,2024-07-01,62.1
Navarra,Servicios,2024-04-01,63.3
Navarra,Servicios,2024-01-01,62.7
Navarra,Servicios,2023-10-01,63.4
Navarra,Servicios,2023-07-01,62.4
Navarra,Servicios,2023-04-01,62.4
Navarra,Servicios,2023-01-01,61.5
Navarra,Servicios,2022-10-01,59.8
Navarra,Servicios,2022-07-01,61.5
Navarra,Servicios,2022-04-01,62.2
Navarra,Servicios,2022-01-01,61.4
Navarra,Servicios,2021-10-01,60.0
Navarra,Servicios,2021-07-01,58.3
Navarra,Servicios,2021-04-01,59.9
Navarra,Servicios,2021-01-01,60.7
Navarra,Servicios,2020-10-01,60.8
Navarra,Servicios,2020-07-01,60.3
Navarra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,3.8
Navarra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,3.5
Navarra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,4.5
Navarra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,3.2
Navarra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,2.8
Navarra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,3.8
Navarra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,3.3
Navarra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,3.3
Navarra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,4.7
Navarra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,4.5
Navarra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,5.3
Navarra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,5.1
Navarra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,5.4
Navarra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,4.9
Navarra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,4.6
Navarra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,4.8
Navarra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,5.3
Navarra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,6.0
Navarra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,5.0
Navarra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,4.7
Navarra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,4.4
Navarra,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,4.2
Ourense,Servicios,2025-10-01,67.7
Ourense,Servicios,2025-07-01,65.3
Ourense,Servicios,2025-04-01,69.6
Ourense,Servicios,2025-01-01,68.3
Ourense,Servicios,2024-10-01,68.6
Ourense,Servicios,2024-07-01,66.8
Ourense,Servicios,2024-04-01,68.9
Ourense,Servicios,2024-01-01,70.3
Ourense,Servicios,2023-10-01,71.4
Ourense,Servicios,2023-07-01,71.3
Ourense,Servicios,2023-04-01,69.4
Ourense,Servicios,2023-01-01,71.4
Ourense,Servicios,2022-10-01,70.3
Ourense,Servicios,2022-07-01,69.3
Ourense,Servicios,2022-04-01,69.2
Ourense,Servicios,2022-01-01,67.2
Ourense,Servicios,2021-10-01,65.8
Ourense,Servicios,2021-07-01,66.5
Ourense,Servicios,2021-04-01,63.9
Ourense,Servicios,2021-01-01,66.5
Ourense,Servicios,2020-10-01,67.8
Ourense,Servicios,2020-07-01,66.4
Ourense,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,3.7
Ourense,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,3.6
Ourense,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,4.9
Ourense,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,5.3
Ourense,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,5.0
Ourense,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,5.3
Ourense,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,4.5
Ourense,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,4.7
Ourense,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,5.0
Ourense,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,4.0
Ourense,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,4.4
Ourense,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,5.5
Ourense,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,6.7
Ourense,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,5.9
Ourense,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,6.0
Ourense,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,6.8
Ourense,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,6.4
Ourense,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,5.0
Ourense,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,7.0
Ourense,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,6.1
Ourense,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,4.5
Ourense,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,6.3
Palencia,Servicios,2025-10-01,70.2
Palencia,Servicios,2025-07-01,68.3
Palencia,Servicios,2025-04-01,67.3
Palencia,Servicios,2025-01-01,68.7
Palencia,Servicios,2024-10-01,70.8
Palencia,Servicios,2024-07-01,69.6
Palencia,Servicios,2024-04-01,68.3
Palencia,Servicios,2024-01-01,64.9
Palencia,Servicios,2023-10-01,62.7
Palencia,Servicios,2023-07-01,61.3
Palencia,Servicios,2023-04-01,61.9
Palencia,Servicios,2023-01-01,63.9
Palencia,Servicios,2022-10-01,65.4
Palencia,Servicios,2022-07-01,62.9
Palencia,Servicios,2022-04-01,62.7
Palencia,Servicios,2022-01-01,64.9
Palencia,Servicios,2021-10-01,64.3
Palencia,Servicios,2021-07-01,63.9
Palencia,Servicios,2021-04-01,62.5
Palencia,Servicios,2021-01-01,61.7
Palencia,Servicios,2020-10-01,62.1
Palencia,Servicios,2020-07-01,63.6
Palencia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-10-01,2.1
Palencia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-07-01,3.1
Palencia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-04-01,2.4
Palencia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025-01-01,4.9
Palencia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-10-01,3.5
Palencia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-07-01,1.9
Palencia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-04-01,3.7
Palencia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024-01-01,4.0
Palencia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-10-01,5.2
Palencia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-07-01,3.3
Palencia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-04-01,4.9
Palencia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023-01-01,4.2
Palencia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-10-01,3.0
Palencia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-07-01,4.1
Palencia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-04-01,5.5
Palencia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022-01-01,4.8
Palencia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-10-01,5.8
Palencia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-07-01,4.1
Palencia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-04-01,5.7
Palencia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021-01-01,5.1
Palencia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-10-01,5.8
Palencia,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020-07-01,4.5
"Palmas, Las",Servicios,2025-10-01,80.2
"Palmas, Las",Servicios,2025-07-01,80.2
"Palmas, Las",Servicios,2025-04-01,81.3
"Palmas, Las",Servicios,2025-01-01,77.5
"Palmas, Las",Servicios,2024-10-01,79.3
"Palmas, Las",Servicios,2024-07-01,78.0
"Palmas, Las",Servicios,2024-04-01,78.9
"Palmas, Las",Servicios,2024-01-01,77.9
"Palmas, Las",Servicios,2023-10-01,80.2
"Palmas, Las",Servicios,2023-07-01,79.9
"Palmas, Las",Servicios,2023-04-01,80.0
"Palmas, Las",Servicios,2023-01-01,80.5
"Palmas, Las",Servicios,2022-10-01,80.5
"Palmas, Las",Servicios,2022-07-01,78.8
"Palmas, Las",Servicios,2022-04-01,76.9
"Palmas, Las",Servicios,2022-01-01,73.3
"Palmas, Las",Servicios,2021-10-01,74.8
"Palmas, Las",Servicios,2021-07-01,71.2
