Provincias;Sector económico;Periodo;Total
44 Teruel;Servicios;2022T4;61,9
44 Teruel;Servicios;2022T3;62,9
44 Teruel;Servicios;2022T2;59,6
44 Teruel;Servicios;2022T1;60,2
44 Teruel;Servicios;2021T4;58,6
44 Teruel;Servicios;2021T3;59,2
44 Teruel;Servicios;2021T2;54,8
44 Teruel;Servicios;2021T1;54,7
44 Teruel;Servicios;2020T4;58,9
44 Teruel;Servicios;2020T3;58,9
44 Teruel;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;3,1
44 Teruel;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;2,6
44 Teruel;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;3,1
44 Teruel;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;2,6
44 Teruel;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;3,4
44 Teruel;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;3,2
44 Teruel;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;4,3
44 Teruel;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;3,0
44 Teruel;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;4,6
44 Teruel;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;5,1
44 Teruel;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;4,6
44 Teruel;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;3,7
44 Teruel;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;3,0
44 Teruel;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;2,9
44 Teruel;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;4,2
44 Teruel;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;3,7
44 Teruel;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;2,6
44 Teruel;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;4,7
44 Teruel;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;5,7
44 Teruel;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;5,0
44 Teruel;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;5,1
44 Teruel;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;7,1
45 Toledo;Servicios;2025T4;63,0
45 Toledo;Servicios;2025T3;62,2
45 Toledo;Servicios;2025T2;63,1
45 Toledo;Servicios;2025T1;64,5
45 Toledo;Servicios;2024T4;65,4
45 Toledo;Servicios;2024T3;65,1
45 Toledo;Servicios;2024T2;65,7
45 Toledo;Servicios;2024T1;63,9
45 Toledo;Servicios;2023T4;66,0
45 Toledo;Servicios;2023T3;65,6
45 Toledo;Servicios;2023T2;65,2
45 Toledo;Servicios;2023T1;65,6
45 Toledo;Servicios;2022T4;65,3
45 Toledo;Servicios;2022T3;64,5
45 Toledo;Servicios;2022T2;63,5
45 Toledo;Servicios;2022T1;64,5
45 Toledo;Servicios;2021T4;65,3
45 Toledo;Servicios;2021T3;64,9
45 Toledo;Servicios;2021T2;64,4
45 Toledo;Servicios;2021T1;63,7
45 Toledo;Servicios;2020T4;62,4
45 Toledo;Servicios;2020T3;63,6
45 Toledo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;6,1
45 Toledo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;6,8
45 Toledo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;6,8
45 Toledo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;5,0
45 Toledo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;5,4
45 Toledo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;6,7
45 Toledo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;5,8
45 Toledo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;7,3
45 Toledo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;5,4
45 Toledo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;6,3
45 Toledo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;7,2
45 Toledo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;7,5
45 Toledo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;8,2
45 Toledo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;8,7
45 Toledo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;9,0
45 Toledo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;8,1
45 Toledo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;8,6
45 Toledo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;11,1
45 Toledo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;12,0
45 Toledo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;9,3
45 Toledo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;10,6
45 Toledo;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;9,6
46 Valencia/València;Servicios;2025T4;71,8
46 Valencia/València;Servicios;2025T3;70,8
46 Valencia/València;Servicios;2025T2;72,3
46 Valencia/València;Servicios;2025T1;71,5
46 Valencia/València;Servicios;2024T4;71,6
46 Valencia/València;Servicios;2024T3;71,4
46 Valencia/València;Servicios;2024T2;71,3
46 Valencia/València;Servicios;2024T1;72,4
46 Valencia/València;Servicios;2023T4;69,7
46 Valencia/València;Servicios;2023T3;70,6
46 Valencia/València;Servicios;2023T2;71,4
46 Valencia/València;Servicios;2023T1;69,6
46 Valencia/València;Servicios;2022T4;69,5
46 Valencia/València;Servicios;2022T3;68,6
46 Valencia/València;Servicios;2022T2;68,4
46 Valencia/València;Servicios;2022T1;68,8
46 Valencia/València;Servicios;2021T4;68,6
46 Valencia/València;Servicios;2021T3;67,3
46 Valencia/València;Servicios;2021T2;65,7
46 Valencia/València;Servicios;2021T1;68,4
46 Valencia/València;Servicios;2020T4;68,3
46 Valencia/València;Servicios;2020T3;67,4
46 Valencia/València;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;4,9
46 Valencia/València;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;5,0
46 Valencia/València;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;4,8
46 Valencia/València;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;4,7
46 Valencia/València;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;5,4
46 Valencia/València;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;5,3
46 Valencia/València;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;4,9
46 Valencia/València;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;5,1
46 Valencia/València;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;5,9
46 Valencia/València;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;5,1
46 Valencia/València;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;4,8
46 Valencia/València;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;5,9
46 Valencia/València;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;6,0
46 Valencia/València;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;5,7
46 Valencia/València;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;6,4
46 Valencia/València;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;6,4
46 Valencia/València;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;6,1
46 Valencia/València;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;7,5
46 Valencia/València;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;9,2
46 Valencia/València;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;6,8
46 Valencia/València;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;7,0
46 Valencia/València;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;7,7
47 Valladolid;Servicios;2025T4;70,8
47 Valladolid;Servicios;2025T3;68,8
47 Valladolid;Servicios;2025T2;70,1
47 Valladolid;Servicios;2025T1;68,9
47 Valladolid;Servicios;2024T4;69,2
47 Valladolid;Servicios;2024T3;69,2
47 Valladolid;Servicios;2024T2;70,2
47 Valladolid;Servicios;2024T1;70,7
47 Valladolid;Servicios;2023T4;68,8
47 Valladolid;Servicios;2023T3;69,7
47 Valladolid;Servicios;2023T2;70,2
47 Valladolid;Servicios;2023T1;70,4
47 Valladolid;Servicios;2022T4;70,1
47 Valladolid;Servicios;2022T3;71,1
47 Valladolid;Servicios;2022T2;70,3
47 Valladolid;Servicios;2022T1;67,9
47 Valladolid;Servicios;2021T4;67,1
47 Valladolid;Servicios;2021T3;64,5
47 Valladolid;Servicios;2021T2;66,2
47 Valladolid;Servicios;2021T1;65,6
47 Valladolid;Servicios;2020T4;68,3
47 Valladolid;Servicios;2020T3;69,7
47 Valladolid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;4,2
47 Valladolid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;3,6
47 Valladolid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;3,4
47 Valladolid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;3,7
47 Valladolid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;3,8
47 Valladolid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;3,3
47 Valladolid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;4,7
47 Valladolid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;4,9
47 Valladolid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;4,6
47 Valladolid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;3,7
47 Valladolid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;4,4
47 Valladolid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;4,6
47 Valladolid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;4,4
47 Valladolid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;3,9
47 Valladolid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;4,7
47 Valladolid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;4,3
47 Valladolid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;4,2
47 Valladolid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;4,9
47 Valladolid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;6,6
47 Valladolid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;6,7
47 Valladolid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;5,0
47 Valladolid;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;5,2
49 Zamora;Servicios;2025T4;66,8
49 Zamora;Servicios;2025T3;65,8
49 Zamora;Servicios;2025T2;66,1
49 Zamora;Servicios;2025T1;65,6
49 Zamora;Servicios;2024T4;61,1
49 Zamora;Servicios;2024T3;60,5
49 Zamora;Servicios;2024T2;63,7
49 Zamora;Servicios;2024T1;60,0
49 Zamora;Servicios;2023T4;59,2
49 Zamora;Servicios;2023T3;66,0
49 Zamora;Servicios;2023T2;63,8
49 Zamora;Servicios;2023T1;67,6
49 Zamora;Servicios;2022T4;68,9
49 Zamora;Servicios;2022T3;71,0
49 Zamora;Servicios;2022T2;66,3
49 Zamora;Servicios;2022T1;67,4
49 Zamora;Servicios;2021T4;66,4
49 Zamora;Servicios;2021T3;68,0
49 Zamora;Servicios;2021T2;67,2
49 Zamora;Servicios;2021T1;63,5
49 Zamora;Servicios;2020T4;64,4
49 Zamora;Servicios;2020T3;62,7
49 Zamora;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;5,8
49 Zamora;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;6,6
49 Zamora;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;5,4
49 Zamora;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;4,4
49 Zamora;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;5,9
49 Zamora;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;7,6
49 Zamora;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;4,9
49 Zamora;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;8,0
49 Zamora;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;8,7
49 Zamora;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;5,7
49 Zamora;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;6,4
49 Zamora;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;6,0
49 Zamora;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;5,3
49 Zamora;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;4,2
49 Zamora;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;5,7
49 Zamora;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;4,6
49 Zamora;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;4,4
49 Zamora;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;5,5
49 Zamora;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;6,9
49 Zamora;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;6,3
49 Zamora;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;5,8
49 Zamora;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;6,9
50 Zaragoza;Servicios;2025T4;67,4
50 Zaragoza;Servicios;2025T3;69,7
50 Zaragoza;Servicios;2025T2;69,3
50 Zaragoza;Servicios;2025T1;68,5
50 Zaragoza;Servicios;2024T4;69,5
50 Zaragoza;Servicios;2024T3;69,2
50 Zaragoza;Servicios;2024T2;68,5
50 Zaragoza;Servicios;2024T1;68,3
50 Zaragoza;Servicios;2023T4;67,2
50 Zaragoza;Servicios;2023T3;67,3
50 Zaragoza;Servicios;2023T2;69,4
50 Zaragoza;Servicios;2023T1;66,8
50 Zaragoza;Servicios;2022T4;67,2
50 Zaragoza;Servicios;2022T3;67,5
50 Zaragoza;Servicios;2022T2;66,9
50 Zaragoza;Servicios;2022T1;65,8
50 Zaragoza;Servicios;2021T4;65,1
50 Zaragoza;Servicios;2021T3;64,6
50 Zaragoza;Servicios;2021T2;64,7
50 Zaragoza;Servicios;2021T1;64,2
50 Zaragoza;Servicios;2020T4;63,9
50 Zaragoza;Servicios;2020T3;65,7
50 Zaragoza;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;3,5
50 Zaragoza;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;3,4
50 Zaragoza;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;2,8
50 Zaragoza;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;3,4
50 Zaragoza;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;3,8
50 Zaragoza;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;4,4
50 Zaragoza;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;3,9
50 Zaragoza;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;3,1
50 Zaragoza;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;4,0
50 Zaragoza;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;4,4
50 Zaragoza;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;5,0
50 Zaragoza;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;4,2
50 Zaragoza;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;5,1
50 Zaragoza;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;4,7
50 Zaragoza;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;4,2
50 Zaragoza;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;4,7
50 Zaragoza;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;4,9
50 Zaragoza;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;5,6
50 Zaragoza;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;6,3
50 Zaragoza;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;6,3
50 Zaragoza;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;5,6
50 Zaragoza;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;5,3
51 Ceuta;Servicios;2025T4;73,0
51 Ceuta;Servicios;2025T3;69,1
51 Ceuta;Servicios;2025T2;76,3
51 Ceuta;Servicios;2025T1;74,8
51 Ceuta;Servicios;2024T4;76,3
51 Ceuta;Servicios;2024T3;70,3
51 Ceuta;Servicios;2024T2;75,8
51 Ceuta;Servicios;2024T1;75,7
51 Ceuta;Servicios;2023T4;73,4
51 Ceuta;Servicios;2023T3;74,6
51 Ceuta;Servicios;2023T2;74,6
51 Ceuta;Servicios;2023T1;72,9
51 Ceuta;Servicios;2022T4;69,7
51 Ceuta;Servicios;2022T3;68,9
51 Ceuta;Servicios;2022T2;77,1
51 Ceuta;Servicios;2022T1;70,8
51 Ceuta;Servicios;2021T4;68,8
51 Ceuta;Servicios;2021T3;68,3
51 Ceuta;Servicios;2021T2;76,2
51 Ceuta;Servicios;2021T1;74,9
51 Ceuta;Servicios;2020T4;73,4
51 Ceuta;Servicios;2020T3;73,9
51 Ceuta;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;16,9
51 Ceuta;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;19,2
51 Ceuta;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;16,8
51 Ceuta;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;16,7
51 Ceuta;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;15,4
51 Ceuta;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;22,1
51 Ceuta;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;19,3
51 Ceuta;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;18,9
51 Ceuta;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;20,9
51 Ceuta;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;20,3
51 Ceuta;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;18,8
51 Ceuta;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;20,8
51 Ceuta;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;23,8
51 Ceuta;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;23,0
51 Ceuta;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;16,5
51 Ceuta;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;23,5
51 Ceuta;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;25,6
51 Ceuta;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;26,8
51 Ceuta;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;20,3
51 Ceuta;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;21,3
51 Ceuta;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;20,8
51 Ceuta;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;19,2
52 Melilla;Servicios;2025T4;76,8
52 Melilla;Servicios;2025T3;76,0
52 Melilla;Servicios;2025T2;75,0
52 Melilla;Servicios;2025T1;73,0
52 Melilla;Servicios;2024T4;74,4
52 Melilla;Servicios;2024T3;76,2
52 Melilla;Servicios;2024T2;74,9
52 Melilla;Servicios;2024T1;69,2
52 Melilla;Servicios;2023T4;76,6
52 Melilla;Servicios;2023T3;77,5
52 Melilla;Servicios;2023T2;79,0
52 Melilla;Servicios;2023T1;75,3
52 Melilla;Servicios;2022T4;78,2
52 Melilla;Servicios;2022T3;79,8
52 Melilla;Servicios;2022T2;73,7
52 Melilla;Servicios;2022T1;76,8
52 Melilla;Servicios;2021T4;74,8
52 Melilla;Servicios;2021T3;78,0
52 Melilla;Servicios;2021T2;75,3
52 Melilla;Servicios;2021T1;74,4
52 Melilla;Servicios;2020T4;79,1
52 Melilla;Servicios;2020T3;77,2
52 Melilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T4;18,0
52 Melilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;16,8
52 Melilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;20,4
52 Melilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;21,6
52 Melilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;19,6
52 Melilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;16,8
52 Melilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;17,6
52 Melilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;22,7
52 Melilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;17,5
52 Melilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;16,5
52 Melilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;16,3
52 Melilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;21,3
52 Melilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;17,7
52 Melilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;15,8
52 Melilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;20,9
52 Melilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;17,6
52 Melilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;18,6
52 Melilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;16,3
52 Melilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;20,4
52 Melilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;18,9
52 Melilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;16,2
52 Melilla;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;17,6
