Operación	Total Nacional	Comunidades y Ciudades Autónomas	Residencia: Nivel 1	Residencia: Nivel 2	Viajeros y pernoctaciones	Periodo	Total
Encuesta de Ocupación Hotelera	Total Nacional	03 Asturias, Principado de	Total		Viajero	2021M04	24.039
Encuesta de Ocupación Hotelera	Total Nacional	03 Asturias, Principado de	Total		Viajero	2021M03	22.056
Encuesta de Ocupación Hotelera	Total Nacional	03 Asturias, Principado de	Total		Viajero	2021M02	14.992
Encuesta de Ocupación Hotelera	Total Nacional	03 Asturias, Principado de	Total		Viajero	2021M01	15.411
Encuesta de Ocupación Hotelera	Total Nacional	03 Asturias, Principado de	Total		Viajero	2020M12	14.588
Encuesta de Ocupación Hotelera	Total Nacional	03 Asturias, Principado de	Total		Viajero	2020M11	11.924
Encuesta de Ocupación Hotelera	Total Nacional	03 Asturias, Principado de	Total		Viajero	2020M10	63.277
Encuesta de Ocupación Hotelera	Total Nacional	03 Asturias, Principado de	Total		Viajero	2020M09	126.640
Encuesta de Ocupación Hotelera	Total Nacional	03 Asturias, Principado de	Total		Viajero	2020M08	234.956
Encuesta de Ocupación Hotelera	Total Nacional	03 Asturias, Principado de	Total		Viajero	2020M07	177.341
Encuesta de Ocupación Hotelera	Total Nacional	03 Asturias, Principado de	Total		Viajero	2020M06	28.131
Encuesta de Ocupación Hotelera	Total Nacional	03 Asturias, Principado de	Total		Viajero	2020M05	3.657
Encuesta de Ocupación Hotelera	Total Nacional	03 Asturias, Principado de	Total		Viajero	2020M04	0
Encuesta de Ocupación Hotelera	Total Nacional	03 Asturias, Principado de	Total		Viajero	2020M03	32.867
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2026M01	83.753
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2025M12	104.589
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2025M11	139.514
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2025M10	1.298.471
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2025M09	1.831.184
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2025M08	2.058.841
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2025M07	2.036.446
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2025M06	1.887.685
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2025M05	1.705.037
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2025M04	803.616
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2025M03	333.877
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2025M02	167.349
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2025M01	72.305
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2024M12	102.526
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2024M11	121.271
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2024M10	1.360.646
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2024M09	1.741.692
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2024M08	2.093.220
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2024M07	2.022.788
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2024M06	1.859.985
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2024M05	1.747.086
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2024M04	761.737
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2024M03	375.281
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2024M02	148.843
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2024M01	69.271
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2023M12	87.937
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2023M11	113.029
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2023M10	1.189.276
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2023M09	1.691.128
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2023M08	1.979.182
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2023M07	1.972.703
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2023M06	1.814.007
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2023M05	1.492.772
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2023M04	766.096
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2023M03	230.407
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2023M02	124.782
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2023M01	75.909
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2022M12	80.696
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2022M11	111.194
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2022M10	1.072.128
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2022M09	1.618.513
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2022M08	1.954.444
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2022M07	1.904.858
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2022M06	1.742.424
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2022M05	1.378.649
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2022M04	627.500
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2022M03	202.457
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2022M02	92.624
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2022M01	42.131
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2021M12	57.392
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2021M11	88.317
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2021M10	761.539
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2021M09	1.004.077
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2021M08	1.176.822
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2021M07	1.055.103
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2021M06	587.951
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2021M05	220.486
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2021M04	73.347
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2021M03	31.237
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2021M02	14.724
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2021M01	11.383
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2020M12	18.997
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2020M11	23.073
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2020M10	65.438
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2020M09	162.409
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2020M08	466.211
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2020M07	369.051
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2020M06	23.769
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2020M05	2.037
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2020M04	0
Encuesta de Ocupación Hotelera	Total Nacional	04 Balears, Illes	Total		Viajero	2020M03	82.107
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2026M01	913.820
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2025M12	900.914
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2025M11	929.504
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2025M10	988.326
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2025M09	888.157
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2025M08	1.056.497
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2025M07	999.568
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2025M06	906.249
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2025M05	889.987
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2025M04	935.169
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2025M03	962.639
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2025M02	924.210
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2025M01	906.651
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2024M12	908.820
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2024M11	921.709
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2024M10	985.132
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2024M09	893.661
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2024M08	1.011.021
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2024M07	955.531
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2024M06	900.110
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2024M05	870.569
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2024M04	896.339
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2024M03	989.449
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2024M02	900.826
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2024M01	879.041
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2023M12	888.582
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2023M11	869.941
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2023M10	972.734
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2023M09	873.547
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2023M08	973.840
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2023M07	973.969
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2023M06	864.669
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2023M05	825.123
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2023M04	918.498
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2023M03	897.084
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2023M02	827.756
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2023M01	805.529
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2022M12	888.503
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2022M11	817.321
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2022M10	923.797
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2022M09	831.470
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2022M08	976.398
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2022M07	940.475
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2022M06	825.172
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2022M05	789.586
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2022M04	857.858
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2022M03	796.835
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2022M02	704.086
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2022M01	541.689
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2021M12	660.625
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2021M11	721.972
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2021M10	827.875
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2021M09	628.768
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2021M08	711.980
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2021M07	525.873
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2021M06	306.707
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2021M05	212.378
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2021M04	154.748
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2021M03	134.020
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2021M02	96.580
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2021M01	88.763
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2020M12	171.890
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2020M11	143.113
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2020M10	186.163
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2020M09	212.215
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2020M08	361.641
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2020M07	201.353
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2020M06	12.356
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2020M05	1.247
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2020M04	0
Encuesta de Ocupación Hotelera	Total Nacional	05 Canarias	Total		Viajero	2020M03	342.527
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2026M01	43.223
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2025M12	66.481
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2025M11	72.776
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2025M10	110.168
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2025M09	148.285
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2025M08	208.069
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2025M07	194.903
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2025M06	153.262
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2025M05	138.283
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2025M04	114.466
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2025M03	70.391
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2025M02	53.062
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2025M01	44.098
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2024M12	56.621
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2024M11	71.688
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2024M10	105.729
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2024M09	150.890
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2024M08	217.436
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2024M07	190.406
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2024M06	139.222
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2024M05	137.072
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2024M04	110.703
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2024M03	103.066
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2024M02	52.813
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2024M01	46.178
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2023M12	57.858
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2023M11	64.683
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2023M10	116.008
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2023M09	157.393
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2023M08	212.156
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2023M07	200.518
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2023M06	149.244
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2023M05	114.853
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2023M04	126.703
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2023M03	72.470
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2023M02	51.022
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2023M01	39.213
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2022M12	53.052
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2022M11	60.187
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2022M10	112.156
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2022M09	158.906
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2022M08	208.609
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2022M07	194.172
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2022M06	129.994
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2022M05	117.219
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2022M04	107.459
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2022M03	62.412
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2022M02	52.062
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2022M01	35.716
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2021M12	43.377
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2021M11	54.137
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2021M10	103.960
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2021M09	142.474
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2021M08	198.935
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2021M07	161.722
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2021M06	94.305
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2021M05	40.479
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2021M04	17.641
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2021M03	18.049
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2021M02	17.753
Encuesta de Ocupación Hotelera	Total Nacional	06 Cantabria	Total		Viajero	2021M01	14.977
